#samplingWindowExample - 2024-10-25T07:21:04.6783634Z
Time,cycleCount
2024-10-25T07:21:09.7729062Z,13175
2024-10-25T07:21:09.8772190Z,13275
2024-10-25T07:21:09.9811605Z,13375
2024-10-25T07:21:10.0861029Z,13475
2024-10-25T07:21:10.1907663Z,13575
2024-10-25T07:21:10.2956013Z,13675
2024-10-25T07:21:10.4000671Z,13775
2024-10-25T07:21:10.5045646Z,13875
2024-10-25T07:21:10.6085557Z,13975
2024-10-25T07:21:10.7125208Z,14075
2024-10-25T07:21:10.8165011Z,14175
2024-10-25T07:21:10.9205387Z,14275
2024-10-25T07:21:11.0246430Z,14375
2024-10-25T07:21:11.1290903Z,14475
2024-10-25T07:21:11.2336605Z,14575
2024-10-25T07:21:11.3379990Z,14675
2024-10-25T07:21:11.4425984Z,14775
2024-10-25T07:21:11.5476264Z,14875
2024-10-25T07:21:11.6528271Z,14975
2024-10-25T07:21:11.7577378Z,15075
2024-10-25T07:21:11.8635607Z,15175
2024-10-25T07:21:11.9680462Z,15275
2024-10-25T07:21:12.0726991Z,15375
2024-10-25T07:21:12.1770572Z,15475
2024-10-25T07:21:12.2817676Z,15575
2024-10-25T07:21:12.3861999Z,15675
2024-10-25T07:21:12.4905568Z,15775
2024-10-25T07:21:12.5950935Z,15875
2024-10-25T07:21:12.6995527Z,15975
2024-10-25T07:21:12.8042257Z,16075
2024-10-25T07:21:12.9097721Z,16175
2024-10-25T07:21:13.0147191Z,16275
2024-10-25T07:21:13.1202613Z,16375
2024-10-25T07:21:13.2252623Z,16475
2024-10-25T07:21:13.3305046Z,16575
2024-10-25T07:21:13.4357343Z,16675
2024-10-25T07:21:13.5409059Z,16775
2024-10-25T07:21:13.6452141Z,16875
2024-10-25T07:21:13.7494668Z,16975
2024-10-25T07:21:13.8544914Z,17075
2024-10-25T07:21:13.9675420Z,17175
2024-10-25T07:21:14.0726290Z,17275
2024-10-25T07:21:14.1771923Z,17375
2024-10-25T07:21:14.2816997Z,17475
2024-10-25T07:21:14.3861671Z,17575
2024-10-25T07:21:14.4900689Z,17675
2024-10-25T07:21:14.5943504Z,17775
2024-10-25T07:21:14.6982838Z,17875
2024-10-25T07:21:14.8020561Z,17975
2024-10-25T07:21:14.9061986Z,18075
2024-10-25T07:21:15.0106204Z,18175
2024-10-25T07:21:15.1151025Z,18275
2024-10-25T07:21:15.2201682Z,18375
2024-10-25T07:21:15.3254762Z,18475
2024-10-25T07:21:15.4300523Z,18575
2024-10-25T07:21:15.5341990Z,18675
2024-10-25T07:21:15.6377652Z,18775
2024-10-25T07:21:15.7417373Z,18875
2024-10-25T07:21:15.8454494Z,18975
2024-10-25T07:21:15.9490400Z,19075
2024-10-25T07:21:16.0526859Z,19175
2024-10-25T07:21:16.1574349Z,19275
2024-10-25T07:21:16.2621832Z,19375
2024-10-25T07:21:16.3662816Z,19475
2024-10-25T07:21:16.4705158Z,19575
2024-10-25T07:21:16.5744763Z,19675
2024-10-25T07:21:16.6782219Z,19775
2024-10-25T07:21:16.7812142Z,19875
2024-10-25T07:21:16.8852090Z,19975
2024-10-25T07:21:16.9888338Z,20075
2024-10-25T07:21:17.0929996Z,20175
2024-10-25T07:21:17.1972271Z,20275
2024-10-25T07:21:17.3013009Z,20375
2024-10-25T07:21:17.4064710Z,20475
2024-10-25T07:21:17.5125168Z,20575
2024-10-25T07:21:17.6183261Z,20675
2024-10-25T07:21:17.7222145Z,20775
2024-10-25T07:21:17.8263451Z,20875
2024-10-25T07:21:17.9296276Z,20975
2024-10-25T07:21:18.0334375Z,21075
2024-10-25T07:21:18.1373287Z,21175
2024-10-25T07:21:18.2415793Z,21275
2024-10-25T07:21:18.3457116Z,21375
2024-10-25T07:21:18.4496619Z,21475
2024-10-25T07:21:18.5535641Z,21575
2024-10-25T07:21:18.6574768Z,21675
2024-10-25T07:21:18.7613360Z,21775
2024-10-25T07:21:18.8648280Z,21875
2024-10-25T07:21:18.9682878Z,21975
2024-10-25T07:21:19.0716613Z,22075
2024-10-25T07:21:19.1756432Z,22175
2024-10-25T07:21:19.2796556Z,22275
2024-10-25T07:21:19.3829916Z,22375
2024-10-25T07:21:19.4864777Z,22475
2024-10-25T07:21:19.5902975Z,22575
2024-10-25T07:21:19.6936873Z,22675
2024-10-25T07:21:19.7975163Z,22775
2024-10-25T07:21:19.9014218Z,22875
2024-10-25T07:21:20.0054760Z,22975
2024-10-25T07:21:20.1092674Z,23075
2024-10-25T07:21:20.2127883Z,23175
2024-10-25T07:21:20.3167566Z,23275
2024-10-25T07:21:20.4204483Z,23375
2024-10-25T07:21:20.5245438Z,23475
2024-10-25T07:21:20.6283266Z,23575
2024-10-25T07:21:20.7323347Z,23675
2024-10-25T07:21:20.8361691Z,23775
2024-10-25T07:21:20.9410151Z,23875
2024-10-25T07:21:21.0452310Z,23975
2024-10-25T07:21:21.1489897Z,24075
2024-10-25T07:21:21.2525906Z,24175
2024-10-25T07:21:21.3564724Z,24275
2024-10-25T07:21:21.4605782Z,24375
2024-10-25T07:21:21.5646462Z,24475
2024-10-25T07:21:21.6685147Z,24575
2024-10-25T07:21:21.7724165Z,24675
2024-10-25T07:21:21.8763296Z,24775
2024-10-25T07:21:21.9810852Z,24875
2024-10-25T07:21:22.0850600Z,24975
2024-10-25T07:21:22.1891697Z,25075
2024-10-25T07:21:22.2931823Z,25175
2024-10-25T07:21:22.3975233Z,25275
2024-10-25T07:21:22.5019249Z,25375
2024-10-25T07:21:22.6064309Z,25475
2024-10-25T07:21:22.7106341Z,25575
2024-10-25T07:21:22.8147395Z,25675
2024-10-25T07:21:22.9185982Z,25775
2024-10-25T07:21:23.0225892Z,25875
2024-10-25T07:21:23.1264997Z,25975
2024-10-25T07:21:23.2299769Z,26075
2024-10-25T07:21:23.3332693Z,26175
2024-10-25T07:21:23.4368153Z,26275
2024-10-25T07:21:23.5404100Z,26375
2024-10-25T07:21:23.6440181Z,26475
2024-10-25T07:21:23.7473639Z,26575
2024-10-25T07:21:23.8504341Z,26675
2024-10-25T07:21:23.9539906Z,26775
2024-10-25T07:21:24.0577640Z,26875
2024-10-25T07:21:24.1615236Z,26975
2024-10-25T07:21:24.2652200Z,27075
2024-10-25T07:21:24.3692297Z,27175
2024-10-25T07:21:24.4723024Z,27275
2024-10-25T07:21:24.5755812Z,27375
2024-10-25T07:21:24.6794324Z,27475
2024-10-25T07:21:24.7830749Z,27575
2024-10-25T07:21:24.8871675Z,27675
2024-10-25T07:21:24.9906090Z,27775
2024-10-25T07:21:25.0944888Z,27875
2024-10-25T07:21:25.1981269Z,27975
2024-10-25T07:21:25.3019595Z,28075
2024-10-25T07:21:25.4061661Z,28175
2024-10-25T07:21:25.5100138Z,28275
2024-10-25T07:21:25.6139476Z,28375
2024-10-25T07:21:25.7179923Z,28475
2024-10-25T07:21:25.8217577Z,28575
2024-10-25T07:21:25.9252495Z,28675
2024-10-25T07:21:26.0287498Z,28775
2024-10-25T07:21:26.1324990Z,28875
2024-10-25T07:21:26.2369446Z,28975
2024-10-25T07:21:26.3408016Z,29075
2024-10-25T07:21:26.4449358Z,29175
2024-10-25T07:21:26.5495505Z,29275
2024-10-25T07:21:26.6532071Z,29375
2024-10-25T07:21:26.7570692Z,29475
2024-10-25T07:21:26.8604149Z,29575
2024-10-25T07:21:26.9637184Z,29675
2024-10-25T07:21:27.0678851Z,29775
2024-10-25T07:21:27.1719630Z,29875
2024-10-25T07:21:27.2758072Z,29975
2024-10-25T07:21:27.3796049Z,30075
2024-10-25T07:21:27.4833840Z,30175
2024-10-25T07:21:27.5872875Z,30275
2024-10-25T07:21:27.6921763Z,30375
2024-10-25T07:21:27.7956765Z,30475
2024-10-25T07:21:27.8992465Z,30575
2024-10-25T07:21:28.0031779Z,30675
2024-10-25T07:21:28.1064943Z,30775
2024-10-25T07:21:28.2103626Z,30875
2024-10-25T07:21:28.3148245Z,30975
2024-10-25T07:21:28.4187896Z,31075
2024-10-25T07:21:28.5219140Z,31175
2024-10-25T07:21:28.6262101Z,31275
2024-10-25T07:21:28.7302102Z,31375
2024-10-25T07:21:28.8341951Z,31475
2024-10-25T07:21:28.9384503Z,31575
2024-10-25T07:21:29.0424976Z,31675
2024-10-25T07:21:29.1459171Z,31775
2024-10-25T07:21:29.2500442Z,31875
2024-10-25T07:21:29.3542040Z,31975
2024-10-25T07:21:29.4582159Z,32075
2024-10-25T07:21:29.5615421Z,32175
2024-10-25T07:21:29.6652858Z,32275
2024-10-25T07:21:29.7684661Z,32375
2024-10-25T07:21:29.8721625Z,32475
2024-10-25T07:21:29.9762345Z,32575
2024-10-25T07:21:30.0802587Z,32675
2024-10-25T07:21:30.1841061Z,-32761
2024-10-25T07:21:30.2883250Z,-32661
2024-10-25T07:21:30.3929828Z,-32561
2024-10-25T07:21:30.4968045Z,-32461
2024-10-25T07:21:30.6007633Z,-32361
2024-10-25T07:21:30.7046638Z,-32261
2024-10-25T07:21:30.8081419Z,-32161
2024-10-25T07:21:30.9114258Z,-32061
2024-10-25T07:21:31.0152574Z,-31961
2024-10-25T07:21:31.1192689Z,-31861
2024-10-25T07:21:31.2225906Z,-31761
2024-10-25T07:21:31.3267363Z,-31661
2024-10-25T07:21:31.4305672Z,-31561
2024-10-25T07:21:31.5343227Z,-31461
2024-10-25T07:21:31.6380609Z,-31361
2024-10-25T07:21:31.7410441Z,-31261
2024-10-25T07:21:31.8446929Z,-31161
2024-10-25T07:21:31.9482228Z,-31061
2024-10-25T07:21:32.0520333Z,-30961
2024-10-25T07:21:32.1557048Z,-30861
2024-10-25T07:21:32.2593204Z,-30761
2024-10-25T07:21:32.3635797Z,-30661
2024-10-25T07:21:32.4669291Z,-30561
2024-10-25T07:21:32.5706753Z,-30461
2024-10-25T07:21:32.6741227Z,-30361
2024-10-25T07:21:32.7781926Z,-30261
2024-10-25T07:21:32.8817450Z,-30161
2024-10-25T07:21:32.9854261Z,-30061
2024-10-25T07:21:33.0889971Z,-29961
2024-10-25T07:21:33.1923035Z,-29861
2024-10-25T07:21:33.2959409Z,-29761
2024-10-25T07:21:33.3997829Z,-29661
2024-10-25T07:21:33.5035640Z,-29561
2024-10-25T07:21:33.6076229Z,-29461
2024-10-25T07:21:33.7114274Z,-29361
2024-10-25T07:21:33.8148020Z,-29261
2024-10-25T07:21:33.9187131Z,-29161
2024-10-25T07:21:34.0225421Z,-29061
2024-10-25T07:21:34.1260468Z,-28961
2024-10-25T07:21:34.2298769Z,-28861
2024-10-25T07:21:34.3334430Z,-28761
2024-10-25T07:21:34.4374701Z,-28661
2024-10-25T07:21:34.5420787Z,-28561
2024-10-25T07:21:34.6463460Z,-28461
2024-10-25T07:21:34.7505930Z,-28361
2024-10-25T07:21:34.8539029Z,-28261
2024-10-25T07:21:34.9579742Z,-28161
2024-10-25T07:21:35.0617073Z,-28061
2024-10-25T07:21:35.1654755Z,-27961
2024-10-25T07:21:35.2692089Z,-27861
2024-10-25T07:21:35.3725120Z,-27761
2024-10-25T07:21:35.4761484Z,-27661
2024-10-25T07:21:35.5796701Z,-27561
2024-10-25T07:21:35.6837269Z,-27461
2024-10-25T07:21:35.7876816Z,-27361
2024-10-25T07:21:35.8911523Z,-27261
2024-10-25T07:21:35.9947022Z,-27161
2024-10-25T07:21:36.0981535Z,-27061
2024-10-25T07:21:36.2016246Z,-26961
2024-10-25T07:21:36.3050437Z,-26861
2024-10-25T07:21:36.4082750Z,-26761
2024-10-25T07:21:36.5118283Z,-26661
2024-10-25T07:21:36.6150363Z,-26561
2024-10-25T07:21:36.7187431Z,-26461
2024-10-25T07:21:36.8232666Z,-26361
2024-10-25T07:21:36.9274772Z,-26261
2024-10-25T07:21:37.0307851Z,-26161
2024-10-25T07:21:37.1345149Z,-26061
2024-10-25T07:21:37.2380712Z,-25961
2024-10-25T07:21:37.3414339Z,-25861
2024-10-25T07:21:37.4446685Z,-25761
2024-10-25T07:21:37.5479646Z,-25661
2024-10-25T07:21:37.6515681Z,-25561
2024-10-25T07:21:37.7547922Z,-25461
2024-10-25T07:21:37.8585642Z,-25361
2024-10-25T07:21:37.9622664Z,-25261
2024-10-25T07:21:38.0655705Z,-25161
2024-10-25T07:21:38.1690407Z,-25061
2024-10-25T07:21:38.2736626Z,-24961
2024-10-25T07:21:38.3771835Z,-24861
2024-10-25T07:21:38.4808698Z,-24761
2024-10-25T07:21:38.5842447Z,-24661
2024-10-25T07:21:38.6877906Z,-24561
2024-10-25T07:21:38.7908268Z,-24461
2024-10-25T07:21:38.8945019Z,-24361
2024-10-25T07:21:38.9984902Z,-24261
2024-10-25T07:21:39.1024464Z,-24161
2024-10-25T07:21:39.2066426Z,-24061
2024-10-25T07:21:39.3103717Z,-23961
2024-10-25T07:21:39.4139505Z,-23861
2024-10-25T07:21:39.5177260Z,-23761
2024-10-25T07:21:39.6212020Z,-23661
2024-10-25T07:21:39.7245050Z,-23561
2024-10-25T07:21:39.8282240Z,-23461
2024-10-25T07:21:39.9313249Z,-23361
2024-10-25T07:21:40.0355961Z,-23261
2024-10-25T07:21:40.1397839Z,-23161
2024-10-25T07:21:40.2434205Z,-23061
2024-10-25T07:21:40.3470635Z,-22961
2024-10-25T07:21:40.4510883Z,-22861
2024-10-25T07:21:40.5551638Z,-22761
2024-10-25T07:21:40.6587553Z,-22661
2024-10-25T07:21:40.7624868Z,-22561
2024-10-25T07:21:40.8659571Z,-22461
2024-10-25T07:21:40.9693213Z,-22361
2024-10-25T07:21:41.0733223Z,-22261
2024-10-25T07:21:41.1770048Z,-22161
2024-10-25T07:21:41.2807611Z,-22061
2024-10-25T07:21:41.3843585Z,-21961
2024-10-25T07:21:41.4878243Z,-21861
2024-10-25T07:21:41.5915522Z,-21761
2024-10-25T07:21:41.6946364Z,-21661
2024-10-25T07:21:41.7984280Z,-21561
2024-10-25T07:21:41.9018732Z,-21461
2024-10-25T07:21:42.0062372Z,-21361
2024-10-25T07:21:42.1100924Z,-21261
2024-10-25T07:21:42.2240340Z,-21161
2024-10-25T07:21:42.3480867Z,-21061
2024-10-25T07:21:42.4522405Z,-20961
2024-10-25T07:21:42.5558194Z,-20861
2024-10-25T07:21:42.6597147Z,-20761
2024-10-25T07:21:42.7634979Z,-20661
2024-10-25T07:21:42.8672616Z,-20561
2024-10-25T07:21:42.9709931Z,-20461
2024-10-25T07:21:43.0745044Z,-20361
2024-10-25T07:21:43.1782796Z,-20261
2024-10-25T07:21:43.2823826Z,-20161
2024-10-25T07:21:43.3859322Z,-20061
2024-10-25T07:21:43.4890571Z,-19961
2024-10-25T07:21:43.5929462Z,-19861
2024-10-25T07:21:43.6966520Z,-19761
2024-10-25T07:21:43.8003545Z,-19661
2024-10-25T07:21:43.9039488Z,-19561
2024-10-25T07:21:44.0078957Z,-19461
2024-10-25T07:21:44.1113615Z,-19361
2024-10-25T07:21:44.2153279Z,-19261
2024-10-25T07:21:44.3191020Z,-19161
2024-10-25T07:21:44.4227115Z,-19061
2024-10-25T07:21:44.5262406Z,-18961
2024-10-25T07:21:44.6300370Z,-18861
2024-10-25T07:21:44.7338313Z,-18761
2024-10-25T07:21:44.8375158Z,-18661
2024-10-25T07:21:44.9410391Z,-18561
2024-10-25T07:21:45.0443125Z,-18461
2024-10-25T07:21:45.1478864Z,-18361
2024-10-25T07:21:45.2515856Z,-18261
2024-10-25T07:21:45.3556064Z,-18161
2024-10-25T07:21:45.4591800Z,-18061
2024-10-25T07:21:45.5632716Z,-17961
2024-10-25T07:21:45.6669267Z,-17861
2024-10-25T07:21:45.7702332Z,-17761
2024-10-25T07:21:45.8743939Z,-17661
2024-10-25T07:21:45.9779408Z,-17561
2024-10-25T07:21:46.0812558Z,-17461
2024-10-25T07:21:46.1846282Z,-17361
2024-10-25T07:21:46.2884629Z,-17261
2024-10-25T07:21:46.3927548Z,-17161
2024-10-25T07:21:46.4971833Z,-17061
2024-10-25T07:21:46.6015014Z,-16961
2024-10-25T07:21:46.7055468Z,-16861
2024-10-25T07:21:46.8092350Z,-16761
2024-10-25T07:21:46.9133591Z,-16661
2024-10-25T07:21:47.0173310Z,-16561
2024-10-25T07:21:47.1213614Z,-16461
2024-10-25T07:21:47.2255128Z,-16361
2024-10-25T07:21:47.3297208Z,-16261
2024-10-25T07:21:47.4338168Z,-16161
2024-10-25T07:21:47.5383761Z,-16061
2024-10-25T07:21:47.6413612Z,-15961
2024-10-25T07:21:47.7454515Z,-15861
2024-10-25T07:21:47.8492669Z,-15761
2024-10-25T07:21:47.9534259Z,-15661
2024-10-25T07:21:48.0580518Z,-15561
2024-10-25T07:21:48.1616471Z,-15461
2024-10-25T07:21:48.2661073Z,-15361
2024-10-25T07:21:48.3709499Z,-15261
2024-10-25T07:21:48.4746998Z,-15161
2024-10-25T07:21:48.5791372Z,-15061
2024-10-25T07:21:48.6839235Z,-14961
2024-10-25T07:21:48.7884708Z,-14861
2024-10-25T07:21:48.8923663Z,-14761
2024-10-25T07:21:48.9961917Z,-14661
2024-10-25T07:21:49.1003386Z,-14561
2024-10-25T07:21:49.2041655Z,-14461
2024-10-25T07:21:49.3087700Z,-14361
2024-10-25T07:21:49.4127748Z,-14261
2024-10-25T07:21:49.5171054Z,-14161
2024-10-25T07:21:49.6213787Z,-14061
2024-10-25T07:21:49.7252965Z,-13961
2024-10-25T07:21:49.8294867Z,-13861
2024-10-25T07:21:49.9338297Z,-13761
2024-10-25T07:21:50.0382192Z,-13661
2024-10-25T07:21:50.1422393Z,-13561
2024-10-25T07:21:50.2463359Z,-13461
2024-10-25T07:21:50.3504956Z,-13361
2024-10-25T07:21:50.4545694Z,-13261
2024-10-25T07:21:50.5580829Z,-13161
2024-10-25T07:21:50.6627211Z,-13061
2024-10-25T07:21:50.7671835Z,-12961
2024-10-25T07:21:50.8712499Z,-12861
2024-10-25T07:21:50.9749724Z,-12761
2024-10-25T07:21:51.0784794Z,-12661
2024-10-25T07:21:51.1822326Z,-12561
2024-10-25T07:21:51.2859965Z,-12461
2024-10-25T07:21:51.3902829Z,-12361
2024-10-25T07:21:51.4948035Z,-12261
2024-10-25T07:21:51.5992255Z,-12161
2024-10-25T07:21:51.7039317Z,-12061
2024-10-25T07:21:51.8084810Z,-11961
2024-10-25T07:21:51.9132033Z,-11861
2024-10-25T07:21:52.0177067Z,-11761
2024-10-25T07:21:52.1217322Z,-11661
2024-10-25T07:21:52.2251219Z,-11561
2024-10-25T07:21:52.3287622Z,-11461
2024-10-25T07:21:52.4325904Z,-11361
2024-10-25T07:21:52.5371930Z,-11261
2024-10-25T07:21:52.6485485Z,-11161
2024-10-25T07:21:52.7534039Z,-11061
2024-10-25T07:21:52.8582376Z,-10961
2024-10-25T07:21:52.9623892Z,-10861
2024-10-25T07:21:53.0666969Z,-10761
2024-10-25T07:21:53.1704338Z,-10661
2024-10-25T07:21:53.2746242Z,-10561
2024-10-25T07:21:53.3787225Z,-10461
2024-10-25T07:21:53.4823813Z,-10361
2024-10-25T07:21:53.5885462Z,-10261
2024-10-25T07:21:53.6940736Z,-10161
2024-10-25T07:21:53.7999164Z,-10061
2024-10-25T07:21:53.9057807Z,-9961
2024-10-25T07:21:54.0124478Z,-9861
2024-10-25T07:21:54.1165483Z,-9761
2024-10-25T07:21:54.2211079Z,-9661
2024-10-25T07:21:54.3252769Z,-9561
2024-10-25T07:21:54.4297782Z,-9461
2024-10-25T07:21:54.5350093Z,-9361
2024-10-25T07:21:54.6386350Z,-9261
2024-10-25T07:21:54.7433815Z,-9161
2024-10-25T07:21:54.8472779Z,-9061
2024-10-25T07:21:54.9520783Z,-8961
2024-10-25T07:21:55.0565871Z,-8861
2024-10-25T07:21:55.1611963Z,-8761
2024-10-25T07:21:55.2650389Z,-8661
2024-10-25T07:21:55.3691666Z,-8561
2024-10-25T07:21:55.4737372Z,-8461
2024-10-25T07:21:55.5780842Z,-8361
2024-10-25T07:21:55.6820673Z,-8261
2024-10-25T07:21:55.7860523Z,-8161
2024-10-25T07:21:55.8900906Z,-8061
2024-10-25T07:21:55.9943197Z,-7961
2024-10-25T07:21:56.0978209Z,-7861
2024-10-25T07:21:56.2024693Z,-7761
2024-10-25T07:21:56.3108134Z,-7661
2024-10-25T07:21:56.4181815Z,-7561
2024-10-25T07:21:56.5220417Z,-7461
2024-10-25T07:21:56.6259859Z,-7361
2024-10-25T07:21:56.7302830Z,-7261
2024-10-25T07:21:56.8346938Z,-7161
2024-10-25T07:21:56.9389132Z,-7061
2024-10-25T07:21:57.0427770Z,-6961
2024-10-25T07:21:57.1471229Z,-6861
2024-10-25T07:21:57.2514998Z,-6761
2024-10-25T07:21:57.3553133Z,-6661
2024-10-25T07:21:57.4595071Z,-6561
2024-10-25T07:21:57.5635905Z,-6461
2024-10-25T07:21:57.6679298Z,-6361
2024-10-25T07:21:57.7719643Z,-6261
2024-10-25T07:21:57.8769742Z,-6161
2024-10-25T07:21:57.9838991Z,-6061
2024-10-25T07:21:58.0884680Z,-5961
2024-10-25T07:21:58.1925569Z,-5861
2024-10-25T07:21:58.2962782Z,-5761
2024-10-25T07:21:58.4000223Z,-5661
2024-10-25T07:21:58.5033794Z,-5561
2024-10-25T07:21:58.6073102Z,-5461
2024-10-25T07:21:58.7115981Z,-5361
2024-10-25T07:21:58.8152574Z,-5261
2024-10-25T07:21:58.9192155Z,-5161
2024-10-25T07:21:59.0232419Z,-5061
2024-10-25T07:21:59.1267776Z,-4961
2024-10-25T07:21:59.2313936Z,-4861
2024-10-25T07:21:59.3357288Z,-4761
2024-10-25T07:21:59.4398857Z,-4661
2024-10-25T07:21:59.5436114Z,-4561
2024-10-25T07:21:59.6480477Z,-4461
2024-10-25T07:21:59.7519787Z,-4361
2024-10-25T07:21:59.8559323Z,-4261
2024-10-25T07:21:59.9600606Z,-4161
2024-10-25T07:22:00.0650651Z,-4061
2024-10-25T07:22:00.1696234Z,-3961
2024-10-25T07:22:00.2746020Z,-3861
2024-10-25T07:22:00.3795745Z,-3761
2024-10-25T07:22:00.4840302Z,-3661
2024-10-25T07:22:00.5873215Z,-3561
2024-10-25T07:22:00.6911780Z,-3461
2024-10-25T07:22:00.7946651Z,-3361
2024-10-25T07:22:00.8984516Z,-3261
2024-10-25T07:22:01.0023197Z,-3161
2024-10-25T07:22:01.1069192Z,-3061
2024-10-25T07:22:01.2105287Z,-2961
2024-10-25T07:22:01.3151529Z,-2861
2024-10-25T07:22:01.4197324Z,-2761
2024-10-25T07:22:01.5236067Z,-2661
2024-10-25T07:22:01.6280700Z,-2561
2024-10-25T07:22:01.7325296Z,-2461
2024-10-25T07:22:01.8370919Z,-2361
2024-10-25T07:22:01.9414513Z,-2261
2024-10-25T07:22:02.0461986Z,-2161
2024-10-25T07:22:02.1503250Z,-2061
2024-10-25T07:22:02.2549130Z,-1961
2024-10-25T07:22:02.3588237Z,-1861
2024-10-25T07:22:02.4629387Z,-1761
2024-10-25T07:22:02.5666539Z,-1661
2024-10-25T07:22:02.6711726Z,-1561
2024-10-25T07:22:02.7754706Z,-1461
2024-10-25T07:22:02.8794033Z,-1361
2024-10-25T07:22:02.9836185Z,-1261
2024-10-25T07:22:03.0870017Z,-1161
2024-10-25T07:22:03.1909038Z,-1061
2024-10-25T07:22:03.2945330Z,-961
2024-10-25T07:22:03.3985052Z,-861
2024-10-25T07:22:03.5017517Z,-761
2024-10-25T07:22:03.6054643Z,-661
2024-10-25T07:22:03.7091563Z,-561
2024-10-25T07:22:03.8126222Z,-461
2024-10-25T07:22:03.9169221Z,-361
2024-10-25T07:22:04.0204995Z,-261
2024-10-25T07:22:04.1246584Z,-161
2024-10-25T07:22:04.2286792Z,-61
2024-10-25T07:22:04.3341508Z,39
2024-10-25T07:22:04.4384648Z,139
2024-10-25T07:22:04.5433937Z,239
2024-10-25T07:22:04.6482365Z,339
2024-10-25T07:22:04.7534597Z,439
2024-10-25T07:22:04.8579055Z,539
2024-10-25T07:22:04.9623322Z,639
2024-10-25T07:22:05.0666201Z,739
2024-10-25T07:22:05.1705646Z,839
2024-10-25T07:22:05.2743411Z,939
2024-10-25T07:22:05.3780904Z,1039
2024-10-25T07:22:05.4817557Z,1139
2024-10-25T07:22:05.5856447Z,1239
2024-10-25T07:22:05.6900515Z,1339
2024-10-25T07:22:05.7939644Z,1439
2024-10-25T07:22:05.8974997Z,1539
2024-10-25T07:22:06.0013580Z,1639
2024-10-25T07:22:06.1053084Z,1739
2024-10-25T07:22:06.2095015Z,1839
2024-10-25T07:22:06.3135910Z,1939
2024-10-25T07:22:06.4172408Z,2039
2024-10-25T07:22:06.5210933Z,2139
2024-10-25T07:22:06.6247318Z,2239
2024-10-25T07:22:06.7291577Z,2339
2024-10-25T07:22:06.8335015Z,2439
2024-10-25T07:22:06.9374309Z,2539
2024-10-25T07:22:07.0411236Z,2639
2024-10-25T07:22:07.1447057Z,2739
2024-10-25T07:22:07.2487661Z,2839
2024-10-25T07:22:07.3526490Z,2939
2024-10-25T07:22:07.4567506Z,3039
2024-10-25T07:22:07.5603006Z,3139
2024-10-25T07:22:07.6637553Z,3239
2024-10-25T07:22:07.7676019Z,3339
2024-10-25T07:22:07.8713550Z,3439
2024-10-25T07:22:07.9757251Z,3539
2024-10-25T07:22:08.0797515Z,3639
2024-10-25T07:22:08.1834193Z,3739
2024-10-25T07:22:08.2873392Z,3839
2024-10-25T07:22:08.3912516Z,3939
2024-10-25T07:22:08.4951773Z,4039
2024-10-25T07:22:08.5985894Z,4139
2024-10-25T07:22:08.7027541Z,4239
2024-10-25T07:22:08.8069059Z,4339
2024-10-25T07:22:08.9171587Z,4439
2024-10-25T07:22:09.0229907Z,4539
